scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-05-26 03:00:11 UTC,2021-06-22 15:00:00 UTC,https://www.oddsportal.com/football/h2h/czech-republic-6LHwBDGU/england-j9N9ZNFA/#r9RfUqvt,Czech Republic,England,Euro 2020,0,1,"(0:1, 0:0)",,,,"[{'1': '8.25', 'X': '4.43', '2': '1.46', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.00', '2': '1.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.33', '2': '1.45', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '7.50', 'X': '4.00', '2': '1.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '7.20', 'X': '4.98', '2': '1.42', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:00:27 UTC,2021-06-21 15:00:00 UTC,https://www.oddsportal.com/football/h2h/belgium-GbB957na/finland-QuVpPpic/#Qiqou1hb,Finland,Belgium,Euro 2020,0,2,"(0:0, 0:2)",Gazprom Arena,Saint Petersburg,Russia,"[{'1': '8.69', 'X': '4.86', '2': '1.41', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '9.50', 'X': '4.60', '2': '1.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '9.00', 'X': '4.75', '2': '1.36', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.50', 'X': '4.50', '2': '1.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '11.50', 'X': '6.00', '2': '1.26', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:00:27 UTC,2021-06-21 15:00:00 UTC,https://www.oddsportal.com/football/h2h/denmark-0KUdxQVi/russia-hrgrswHh/#QHSyEOga,Russia,Denmark,Euro 2020,1,4,"(0:1, 1:3)",Parken Stadium,Copenhagen,Denmark,"[{'1': '5.64', 'X': '4.30', '2': '1.61', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.20', '2': '1.61', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.50', 'X': '4.20', '2': '1.57', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.50', 'X': '3.80', '2': '1.65', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.92', 'X': '3.58', '2': '1.96', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:00:47 UTC,2021-06-21 12:00:00 UTC,https://www.oddsportal.com/football/h2h/austria-naHiWdnt/ukraine-j1JtDMwo/#0zLlBMwI,Ukraine,Austria,Euro 2020,0,1,"(0:1, 0:0)",Arena Nationala,Bucharest,Romania,"[{'1': '3.76', 'X': '2.15', '2': '3.33', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '3.80', 'X': '2.25', '2': '3.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.90', 'X': '2.10', '2': '3.10', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '3.80', 'X': '2.10', '2': '3.10', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.56', 'X': '3.28', '2': '2.84', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:00:48 UTC,2021-06-21 12:00:00 UTC,https://www.oddsportal.com/football/h2h/netherlands-WYintcWb/north-macedonia-GrTQ3oHB/#EaEkcOGS,North Macedonia,Netherlands,Euro 2020,0,3,"(0:1, 0:2)",Johan Cruijff Arena,Amsterdam,Netherlands,"[{'1': '13.20', 'X': '6.61', '2': '1.24', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '13.00', 'X': '6.75', '2': '1.23', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '13.00', 'X': '6.50', '2': '1.22', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '12.00', 'X': '6.00', '2': '1.22', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '15.00', 'X': '6.95', '2': '1.20', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:00:48 UTC,2021-06-20 12:00:00 UTC,https://www.oddsportal.com/football/h2h/italy-hlKvieGH/wales-YcUP0Nqp/#GM1fIwoo,Italy,Wales,Euro 2020,1,0,"(1:0, 0:0)",Stadio Olimpico,Rome,Italy,"[{'1': '1.47', 'X': '4.10', '2': '9.38', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.49', 'X': '3.90', '2': '8.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.00', '2': '8.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.48', 'X': '4.00', '2': '7.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.30', '2': '6.95', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:04 UTC,2021-06-20 12:00:00 UTC,https://www.oddsportal.com/football/h2h/switzerland-rHJ2vy1B/turkey-QeijuHo5/#zTZOGQ9t,Switzerland,Turkey,Euro 2020,3,1,"(2:0, 1:1)",Baku Olympic Stadium,Baku,Azerbaijan,"[{'1': '1.59', 'X': '4.86', '2': '5.06', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.62', 'X': '4.40', '2': '5.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.57', 'X': '4.50', '2': '5.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.62', 'X': '4.33', '2': '5.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.43', 'X': '3.44', '2': '2.93', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:05 UTC,2021-06-19 15:00:00 UTC,https://www.oddsportal.com/football/h2h/poland-2HzmcynI/spain-bLyo6mco/#GMP2SN8h,Spain,Poland,Euro 2020,1,1,"(1:0, 0:1)",Estadio de La Cartuja,Sevilla,Spain,"[{'1': '1.30', 'X': '5.81', '2': '11.10', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.60', '2': '10.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.28', 'X': '5.75', '2': '11.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.33', 'X': '5.00', '2': '10.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.50', '2': '6.45', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:05 UTC,2021-06-19 12:00:00 UTC,https://www.oddsportal.com/football/h2h/germany-ptQide1O/portugal-WvJrjFVN/#juIFPLhB,Portugal,Germany,Euro 2020,2,4,"(1:2, 1:2)",Allianz Arena,Munich,Germany,"[{'1': '3.29', 'X': '3.69', '2': '2.19', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.35', '2': '2.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.30', 'X': '3.40', '2': '2.20', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '3.40', 'X': '3.40', '2': '2.25', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.24', 'X': '3.52', '2': '2.21', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:21 UTC,2021-06-19 09:00:00 UTC,https://www.oddsportal.com/football/h2h/france-QkGeVG1n/hungary-MTVhw6Go/#8MZOBNVL,Hungary,France,Euro 2020,1,1,"(1:0, 0:1)",Puskas Arena,Budapest,Hungary,"[{'1': '13.60', 'X': '5.77', '2': '1.27', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '12.00', 'X': '5.60', '2': '1.28', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '13.00', 'X': '5.50', '2': '1.25', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '11.00', 'X': '5.25', '2': '1.30', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '7.70', 'X': '4.88', '2': '1.41', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:22 UTC,2021-06-18 15:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/scotland-fZRU25WH/#YqeMi2vj,England,Scotland,Euro 2020,0,0,"(0:0, 0:0)",Hampden Park,Glasgow,Scotland,"[{'1': '1.31', 'X': '5.35', '2': '12.20', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.40', '2': '11.00', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.25', '2': '11.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.35', 'X': '5.25', '2': '10.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.36', 'X': '5.00', '2': '9.00', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:41 UTC,2021-06-18 12:00:00 UTC,https://www.oddsportal.com/football/h2h/croatia-K8aznggo/czech-republic-6LHwBDGU/#YmJd908U,Croatia,Czech Republic,Euro 2020,1,1,"(0:1, 1:0)",,,,"[{'1': '2.15', 'X': '3.30', '2': '3.83', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.18', 'X': '3.25', '2': '3.65', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.25', '2': '3.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.20', '2': '3.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.06', 'X': '3.44', '2': '3.72', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:43 UTC,2021-06-18 09:00:00 UTC,https://www.oddsportal.com/football/h2h/slovakia-KpLb2q1U/sweden-OQyqbHWB/#IXtCEPo3,Sweden,Slovakia,Euro 2020,1,0,"(0:0, 1:0)",Strawberry Arena,Solna,Sweden,"[{'1': '1.94', 'X': '3.25', '2': '4.82', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.89', 'X': '3.30', '2': '4.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.90', 'X': '3.20', '2': '4.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.91', 'X': '3.25', '2': '4.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.62', '2': '4.72', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:43 UTC,2021-06-17 15:00:00 UTC,https://www.oddsportal.com/football/h2h/austria-naHiWdnt/netherlands-WYintcWb/#nXGpC2OB,Netherlands,Austria,Euro 2020,2,0,"(1:0, 1:0)",Olympiastadion,Berlin,Germany,"[{'1': '1.60', 'X': '3.89', '2': '6.82', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.64', 'X': '3.85', '2': '5.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.60', 'X': '3.80', '2': '6.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.62', 'X': '4.20', '2': '5.75', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.55', 'X': '4.30', '2': '6.05', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:01:58 UTC,2021-06-17 12:00:00 UTC,https://www.oddsportal.com/football/h2h/belgium-GbB957na/denmark-0KUdxQVi/#drOXE4vg,Denmark,Belgium,Euro 2020,1,2,"(1:0, 0:2)",Parken Stadium,Copenhagen,Denmark,"[{'1': '4.78', 'X': '3.35', '2': '1.91', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.20', '2': '2.05', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.33', 'X': '3.30', '2': '1.95', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.40', '2': '2.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.90', 'X': '3.78', '2': '1.91', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
2026-05-26 03:02:00 UTC,2021-06-17 09:00:00 UTC,https://www.oddsportal.com/football/h2h/north-macedonia-GrTQ3oHB/ukraine-j1JtDMwo/#KxFob41M,Ukraine,North Macedonia,Euro 2020,2,1,"(2:0, 0:1)",epet ARENA,Prague,Czech Republic,"[{'1': '1.77', 'X': '3.65', '2': '5.17', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.82', 'X': '3.50', '2': '4.90', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.80', 'X': '3.60', '2': '4.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.88', 'X': '3.60', '2': '4.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.66', 'X': '3.78', '2': '5.55', 'bookmaker_name': 'Melbet', 'period': 'FullTime'}]"
