tournament,home_team,away_team,home_key,away_key,match_date,odds_home,odds_draw,odds_away,prob_home,prob_draw,prob_away,odds_source,bookmaker
UEFA Euro 2020,Hungary,Portugal,hungary,portugal,2021-06-15 12:00:00+00:00,8.5,4.5,1.4,0.11160318866253321,0.21080602302922938,0.6775907883082374,oddsportal,bet365_or_avg
UEFA Euro 2020,Spain,Sweden,spain,sweden,2021-06-14 15:00:00+00:00,1.33,5.0,10.0,0.7147962830593281,0.1901358112937813,0.09506790564689065,oddsportal,bet365_or_avg
UEFA Euro 2020,Poland,Slovakia,poland,slovakia,2021-06-14 12:00:00+00:00,1.7,3.5,5.75,0.5613668061366807,0.27266387726638774,0.16596931659693168,oddsportal,bet365_or_avg
UEFA Euro 2020,Scotland,Czech Republic,scotland,czech republic,2021-06-14 09:00:00+00:00,2.8,2.9,2.9,0.34117647058823525,0.32941176470588235,0.32941176470588235,oddsportal,bet365_or_avg
UEFA Euro 2020,Netherlands,Ukraine,netherlands,ukraine,2021-06-13 15:00:00+00:00,1.5,4.33,6.5,0.6340391980175715,0.2196440639783735,0.14631673800405498,oddsportal,bet365_or_avg
UEFA Euro 2020,Austria,North Macedonia,austria,north macedonia,2021-06-13 12:00:00+00:00,1.72,3.5,5.25,0.549738219895288,0.2701570680628272,0.1801047120418848,oddsportal,bet365_or_avg
UEFA Euro 2020,England,Croatia,england,croatia,2021-06-13 09:00:00+00:00,1.53,4.0,7.0,0.6245817532902074,0.23890252063350434,0.13651572607628817,oddsportal,bet365_or_avg
UEFA Euro 2020,Belgium,Russia,belgium,russia,2021-06-12 15:00:00+00:00,2.05,3.3,4.0,0.4686667850168649,0.29114148766199177,0.24019172732114322,oddsportal,bet365_or_avg
UEFA Euro 2020,Denmark,Finland,denmark,finland,2021-06-12 12:00:00+00:00,1.33,4.75,12.0,0.7189934092270821,0.201318154583583,0.07968843618933494,oddsportal,bet365_or_avg
UEFA Euro 2020,Wales,Switzerland,wales,switzerland,2021-06-12 09:00:00+00:00,4.75,3.2,1.9,0.20062695924764887,0.29780564263322884,0.5015673981191222,oddsportal,bet365_or_avg
