scraped_date,match_date,match_link,home_team,away_team,league_name,home_score,away_score,partial_results,venue,venue_town,venue_country,1x2_market
2026-05-26 02:49:38 UTC,2022-12-05 14:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/south-korea-K6Gs7P6G/#A7cQ5yBg,Brazil,South Korea,World Cup 2022,4,1,"(4:0, 0:1)",Seoul World Cup Stadium,Seoul,South Korea,"[{'1': '1.22', 'X': '7.10', '2': '14.20', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.25', 'X': '5.75', '2': '12.25', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.20', 'X': '6.50', '2': '13.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.22', 'X': '6.00', '2': '13.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.23', 'X': '6.52', '2': '13.94', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:49:38 UTC,2022-12-02 14:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/cameroon-zk1uVG2D/#2LCUbMel,Cameroon,Brazil,World Cup 2022,1,0,"(0:0, 1:0)",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '8.27', 'X': '5.36', '2': '1.38', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '8.50', 'X': '4.90', '2': '1.36', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '11.00', 'X': '5.25', '2': '1.30', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.50', 'X': '5.25', '2': '1.33', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '9.74', 'X': '5.56', '2': '1.32', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:49:55 UTC,2022-12-04 14:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/senegal-hOIsJLJr/#bswGq3oQ,England,Senegal,World Cup 2022,3,0,"(2:0, 1:0)",City Ground,Nottingham,England,"[{'1': '1.64', 'X': '3.69', '2': '6.66', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.53', 'X': '3.85', '2': '6.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.60', 'X': '3.60', '2': '6.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.60', 'X': '3.75', '2': '6.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.62', 'X': '3.75', '2': '6.36', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:49:55 UTC,2022-12-09 10:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/croatia-K8aznggo/#lGiFEPmp,Croatia,Brazil,World Cup 2022,2,1,"1:0, 2:1",Camping World Stadium,"Orlando, FL",USA,"[{'1': '8.90', 'X': '4.92', '2': '1.43', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '8.75', 'X': '4.75', '2': '1.36', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '9.00', 'X': '4.75', '2': '1.36', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '8.74', 'X': '4.94', '2': '1.38', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:49:54 UTC,2022-12-06 10:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/spain-bLyo6mco/#4fxmve4a,Morocco,Spain,World Cup 2022,1,0,"0:0, 0:0, 0:0, 3:0",Education City Stadium,Al Rayyan,Qatar,"[{'1': '6.13', 'X': '3.83', '2': '1.65', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '6.90', 'X': '4.00', '2': '1.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.00', 'X': '3.75', '2': '1.62', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.75', 'X': '3.75', '2': '1.62', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '5.99', 'X': '3.88', '2': '1.63', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:12 UTC,2022-12-17 10:00:00 UTC,https://www.oddsportal.com/football/h2h/croatia-K8aznggo/morocco-IDKYO3R8/#U7jo7z91,Croatia,Morocco,World Cup 2022,2,1,"(2:1, 0:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '2.46', 'X': '3.61', '2': '2.88', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.50', '2': '3.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.50', '2': '3.10', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.25', 'X': '3.40', '2': '3.10', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.28', 'X': '3.54', '2': '3.13', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:11 UTC,2022-11-30 10:00:00 UTC,https://www.oddsportal.com/football/h2h/australia-xSrf6qMM/denmark-0KUdxQVi/#xMN9a6FL,Australia,Denmark,World Cup 2022,1,0,"(0:0, 1:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '6.52', 'X': '5.13', '2': '1.46', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '7.75', 'X': '4.70', '2': '1.40', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '7.00', 'X': '5.00', '2': '1.40', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '7.86', 'X': '4.73', '2': '1.43', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:12 UTC,2022-12-02 10:00:00 UTC,https://www.oddsportal.com/football/h2h/portugal-WvJrjFVN/south-korea-K6Gs7P6G/#MsJPIsmK,South Korea,Portugal,World Cup 2022,2,1,"(1:1, 1:0)",Education City Stadium,Al Rayyan,Qatar,"[{'1': '4.30', 'X': '3.89', '2': '1.85', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.30', 'X': '3.75', '2': '1.80', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.00', 'X': '3.75', '2': '1.85', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.60', '2': '1.83', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.23', 'X': '3.74', '2': '1.87', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:28 UTC,2022-12-10 14:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/france-QkGeVG1n/#2g49AZK4,England,France,World Cup 2022,1,2,"(0:1, 1:1)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '3.17', 'X': '3.18', '2': '2.50', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.95', 'X': '3.10', '2': '2.55', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.75', 'X': '3.10', '2': '2.70', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.80', 'X': '3.00', '2': '2.70', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.79', 'X': '3.13', '2': '2.77', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:29 UTC,2022-11-28 11:00:00 UTC,https://www.oddsportal.com/football/h2h/brazil-I9l9aqLq/switzerland-rHJ2vy1B/#ryWc4rYQ,Brazil,Switzerland,World Cup 2022,1,0,"(0:0, 1:0)",Stadium 974,Doha,Qatar,"[{'1': '1.49', 'X': '4.23', '2': '8.03', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.44', 'X': '4.30', '2': '7.75', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.50', 'X': '4.20', '2': '7.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.48', 'X': '4.33', '2': '6.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.48', 'X': '4.16', '2': '7.01', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:29 UTC,2022-12-01 10:00:00 UTC,https://www.oddsportal.com/football/h2h/canada-x4toKORL/morocco-IDKYO3R8/#dKTo7pl8,Canada,Morocco,World Cup 2022,1,2,"(1:2, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '5.32', 'X': '3.46', '2': '1.81', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.70', 'X': '3.40', '2': '1.83', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.40', '2': '1.83', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.40', '2': '1.80', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.71', 'X': '3.47', '2': '1.85', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:46 UTC,2022-11-30 14:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/poland-2HzmcynI/#nVNDXqck,Poland,Argentina,World Cup 2022,0,2,"(0:0, 0:2)",Stadium 974,Doha,Qatar,"[{'1': '7.83', 'X': '4.60', '2': '1.46', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '8.20', 'X': '4.33', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '8.50', 'X': '4.50', '2': '1.40', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '8.00', 'X': '4.50', '2': '1.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '8.50', 'X': '4.55', '2': '1.42', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:46 UTC,2022-11-26 05:00:00 UTC,https://www.oddsportal.com/football/h2h/australia-xSrf6qMM/tunisia-QqZVYk95/#bVO50n0F,Tunisia,Australia,World Cup 2022,0,1,"(0:1, 0:0)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '2.18', 'X': '3.35', '2': '3.65', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.40', '2': '3.55', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.15', 'X': '3.30', '2': '3.60', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.20', 'X': '3.20', '2': '3.40', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.17', 'X': '3.24', '2': '3.45', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:50:46 UTC,2022-11-29 10:00:00 UTC,https://www.oddsportal.com/football/h2h/ecuador-8tbm8Tri/senegal-hOIsJLJr/#drzunOfo,Ecuador,Senegal,World Cup 2022,1,2,"(0:1, 1:1)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '2.50', 'X': '3.06', '2': '3.31', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.05', '2': '3.15', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.45', 'X': '3.00', '2': '3.25', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.40', 'X': '3.10', '2': '3.10', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.49', 'X': '3.04', '2': '3.12', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:05 UTC,2022-12-10 10:00:00 UTC,https://www.oddsportal.com/football/h2h/morocco-IDKYO3R8/portugal-WvJrjFVN/#hdEvqxcM,Morocco,Portugal,World Cup 2022,1,0,"(1:0, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '5.98', 'X': '3.88', '2': '1.65', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.60', 'X': '3.45', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.50', 'X': '3.80', '2': '1.57', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '5.75', 'X': '4.00', '2': '1.57', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '6.21', 'X': '3.89', '2': '1.61', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:05 UTC,2022-12-01 14:00:00 UTC,https://www.oddsportal.com/football/h2h/japan-ULXPdOUj/spain-bLyo6mco/#js7KjP3R,Japan,Spain,World Cup 2022,2,1,"(0:1, 2:0)",Khalifa International Stadium,Al Rayyan,Qatar,"[{'1': '7.80', 'X': '4.62', '2': '1.46', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '7.25', 'X': '4.40', '2': '1.44', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '6.50', 'X': '4.33', '2': '1.50', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '6.50', 'X': '4.33', '2': '1.48', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '6.93', 'X': '4.41', '2': '1.50', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:05 UTC,2022-12-09 14:00:00 UTC,https://www.oddsportal.com/football/h2h/argentina-f9OppQjp/netherlands-WYintcWb/#G0rn6WE5,Netherlands,Argentina,World Cup 2022,2,3,"0:1, 2:1, 0:0, 3:4",Lusail Iconic Stadium,Lusail,Qatar,"[{'1': '4.14', 'X': '3.17', '2': '2.11', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.15', '2': '2.20', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '3.60', 'X': '3.10', '2': '2.20', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '3.50', 'X': '3.10', '2': '2.20', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '3.65', 'X': '3.12', '2': '2.24', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:22 UTC,2022-11-28 08:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/south-korea-K6Gs7P6G/#8vFLJNXD,South Korea,Ghana,World Cup 2022,2,3,"(0:2, 2:1)",Seoul World Cup Stadium,Seoul,South Korea,"[{'1': '2.80', 'X': '3.16', '2': '2.80', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '2.65', 'X': '3.05', '2': '2.85', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '2.75', 'X': '3.10', '2': '2.75', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '2.70', 'X': '3.00', '2': '2.80', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '2.72', 'X': '3.09', '2': '2.71', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:23 UTC,2022-11-28 05:00:00 UTC,https://www.oddsportal.com/football/h2h/cameroon-zk1uVG2D/serbia-8Kl6iq0i/#lI8Qa2tr,Cameroon,Serbia,World Cup 2022,3,3,"(1:2, 2:1)",Al Janoub Stadium,Al Wakrah,Qatar,"[{'1': '5.67', 'X': '3.87', '2': '1.68', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '5.30', 'X': '3.80', '2': '1.70', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '5.00', 'X': '3.80', '2': '1.70', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '4.75', 'X': '3.75', '2': '1.70', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.89', 'X': '3.71', '2': '1.71', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:23 UTC,2022-11-24 11:00:00 UTC,https://www.oddsportal.com/football/h2h/ghana-nNBjHale/portugal-WvJrjFVN/#zZAxc0Q0,Portugal,Ghana,World Cup 2022,3,2,"(0:0, 3:2)",Stadium 974,Doha,Qatar,"[{'1': '1.34', 'X': '5.64', '2': '9.68', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.29', 'X': '5.30', '2': '10.50', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.28', 'X': '5.25', '2': '10.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.29', 'X': '5.25', '2': '11.00', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.30', 'X': '5.31', '2': '10.02', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:39 UTC,2022-11-25 14:00:00 UTC,https://www.oddsportal.com/football/h2h/england-j9N9ZNFA/usa-fuitL4CF/#Cj4PgzEi,England,USA,World Cup 2022,0,0,"(0:0, 0:0)",Al Bayt Stadium,Al Khor,Qatar,"[{'1': '1.46', 'X': '4.29', '2': '8.69', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.20', '2': '7.60', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.20', '2': '8.00', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '1.45', 'X': '4.20', '2': '7.50', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '1.46', 'X': '4.18', '2': '7.27', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
2026-05-26 02:51:40 UTC,2022-11-29 14:00:00 UTC,https://www.oddsportal.com/football/h2h/iran-xrRx85iA/usa-fuitL4CF/#6D3ThfTc,Iran,USA,World Cup 2022,0,1,"(0:1, 0:0)",Al Thumama Stadium,Doha,Qatar,"[{'1': '3.91', 'X': '3.49', '2': '2.05', 'bookmaker_name': '1xBet', 'period': 'FullTime'}, {'1': '4.10', 'X': '3.40', '2': '1.95', 'bookmaker_name': '888sport', 'period': 'FullTime'}, {'1': '4.20', 'X': '3.40', '2': '1.90', 'bookmaker_name': 'bet365', 'period': 'FullTime'}, {'1': '3.80', 'X': '3.50', '2': '1.95', 'bookmaker_name': 'Betway', 'period': 'FullTime'}, {'1': '4.09', 'X': '3.50', '2': '1.96', 'bookmaker_name': 'N1 Bet', 'period': 'FullTime'}]"
